jittered_title,seed_title,onet_code,onet_name
Hiring Quality Assurance Technician (QA) - Manufacturing Plant,QA Technician (Quality Assurance Technician),51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Quality Assurance Technician Needed - Join a Growing Team!,QA Technician (Quality Assurance Technician),51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
QA Tech (Quality Assurance) - Sign-On Bonus Available,QA Technician (Quality Assurance Technician),51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Quality Assurance Technician | Entry-Level Welcome | Training Provided,QA Technician (Quality Assurance Technician),51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Home Health PTA (Physical Therapist Assistant) - Flexible Scheduling,Home Health Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants
Urgently Hiring: Home Health Physical Therapy Assistant (PTA),Home Health Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants
Physical Therapist Assistant Needed for Home Visits - Immediate Opening,Home Health Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants
PTA Home Health Opportunity - Competitive Pay & Benefits!,Home Health Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants
Hiring Now: Home Health Physical Therapist Assistant - Full-Time & Part-Time Available,Home Health Physical Therapist Assistant,31-2021.00,Physical Therapist Assistants
Housing Development Specialist - Community Revitalization (Remote OK!),Housing Development Specialist,19-3051.00,Urban and Regional Planners
Experienced Housing Development Specialist Needed | Affordable Housing Initiatives,Housing Development Specialist,19-3051.00,Urban and Regional Planners
Join Our Nonprofit: Housing Development Specialist - Urban Planning & Policy,Housing Development Specialist,19-3051.00,Urban and Regional Planners
Housing Development Specialist (Grant Funded Position - 2 Year Contract),Housing Development Specialist,19-3051.00,Urban and Regional Planners
Affordable Housing Development Specialist - West Coast Operations,Housing Development Specialist,19-3051.00,Urban and Regional Planners
Flumer Operator Needed - Immediate Hire! (2nd Shift),Flumer,53-7011.00,Conveyor Operators and Tenders
"Entry-Level Flumer Position - Training Provided, Excellent Benefits",Flumer,53-7011.00,Conveyor Operators and Tenders
"Full-Time Flumer - Potato Production Facility (Idaho Falls, ID)",Flumer,53-7011.00,Conveyor Operators and Tenders
Seasonal Flumer Role - Agricultural Processing Plant,Flumer,53-7011.00,Conveyor Operators and Tenders
Hiring Now: Flumer Position - Competitive Pay & Weekly Bonuses!,Flumer,53-7011.00,Conveyor Operators and Tenders
Architectural Draftsman Required - High-End Residential Projects,Architectural Draftsman,17-3011.00,Architectural and Civil Drafters
Junior Architectural Draftsman - AutoCAD & BIM Experience Preferred,Architectural Draftsman,17-3011.00,Architectural and Civil Drafters
Draftsman / Architectural Technician - Join Award-Winning Firm!,Architectural Draftsman,17-3011.00,Architectural and Civil Drafters
Architectural Draftsman (Contract-to-Hire) - Immediate Start Available,Architectural Draftsman,17-3011.00,Architectural and Civil Drafters
Seeking Architectural Draftsman | Commercial Interiors Team,Architectural Draftsman,17-3011.00,Architectural and Civil Drafters
Wildland Fire Engine Boss (ENGB) - Seasonal Employment,Engine Boss,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Engine Boss Needed Immediately! - Wildfire Response Crew,Engine Boss,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Forest Service Engine Boss - Competitive Pay & Overtime Available,Engine Boss,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Hiring Experienced Engine Boss - Wildfire Suppression Operations,Engine Boss,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Engine Boss Opportunity - Lead Our Wildland Fire Team (Travel Required),Engine Boss,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
Funeral Home Associate - Compassionate Service & Support,Funeral Home Associate,39-4021.00,Funeral Attendants
"Immediate Opening: Funeral Home Associate (Full-Time, Flexible Schedule)",Funeral Home Associate,39-4021.00,Funeral Attendants
Funeral Home Associate Needed - Family-Owned Funeral Services,Funeral Home Associate,39-4021.00,Funeral Attendants
Join Our Caring Team: Funeral Home Associate,Funeral Home Associate,39-4021.00,Funeral Attendants
"Funeral Home Associate (Training Provided, No Experience Required)",Funeral Home Associate,39-4021.00,Funeral Attendants
Urgently Hiring: Experienced Farm Labor Contractor (Seasonal Positions Available!),Farm Labor Contractor,13-1074.00,Farm Labor Contractors
Farm Labor Contractor Needed - Competitive Rates & Immediate Start,Farm Labor Contractor,13-1074.00,Farm Labor Contractors
Agricultural Staffing Expert - Farm Labor Contractor Role,Farm Labor Contractor,13-1074.00,Farm Labor Contractors
Farm Labor Contractor - Manage Harvest Crews (Bilingual Preferred),Farm Labor Contractor,13-1074.00,Farm Labor Contractors
Now Seeking Reliable Farm Labor Contractor for Central Valley Operations,Farm Labor Contractor,13-1074.00,Farm Labor Contractors
Creative Exhibit Designer Wanted - Join Our Award-Winning Team!,Exhibit Designer,27-1027.00,Set and Exhibit Designers
Exhibit Designer (Trade Shows & Interactive Experiences),Exhibit Designer,27-1027.00,Set and Exhibit Designers
Mid-Level Exhibit Designer | Museum Installations & Events,Exhibit Designer,27-1027.00,Set and Exhibit Designers
Exhibit Designer Opening - Innovative Displays & Brand Experiences,Exhibit Designer,27-1027.00,Set and Exhibit Designers
Freelance Exhibit Designer Needed ASAP - Remote Opportunity,Exhibit Designer,27-1027.00,Set and Exhibit Designers
Naval Architect Specialist - Advanced Marine Engineering Solutions,Naval Architect Specialist,17-2121.00,Marine Engineers and Naval Architects
Immediate Vacancy: Naval Architect Specialist (Ship Design & Optimization),Naval Architect Specialist,17-2121.00,Marine Engineers and Naval Architects
Naval Architect Specialist | Maritime Innovations Group,Naval Architect Specialist,17-2121.00,Marine Engineers and Naval Architects
Senior Naval Architect Specialist (Hull Structures & Stability),Naval Architect Specialist,17-2121.00,Marine Engineers and Naval Architects
Naval Architect Specialist - Join Our Naval Engineering Division,Naval Architect Specialist,17-2121.00,Marine Engineers and Naval Architects
Airbus Captain - A320/A321 Fleet - Competitive Pay & Benefits!,Airbus Captain,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Experienced Airbus Captain Needed Immediately (Sign-On Bonus Offered),Airbus Captain,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Hiring Airbus Captain | International Routes | Premium Airline,Airbus Captain,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Airbus Captain (Type-Rated) - Join Our Expanding Team,Airbus Captain,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Airbus Captain Position Open - Base in Dallas/Fort Worth (Relocation Assistance),Airbus Captain,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
Deli Cook Needed | Gourmet Delicatessen (Flexible Hours!),Deli Cook (Delicatessen Cook),35-2015.00,"Cooks, Short Order"
Immediate Hire: Experienced Deli Cook (Artisan Sandwiches & Salads),Deli Cook (Delicatessen Cook),35-2015.00,"Cooks, Short Order"
Delicatessen Cook Wanted - Family-Owned Market,Deli Cook (Delicatessen Cook),35-2015.00,"Cooks, Short Order"
Join Our Culinary Team as a Deli Cook - Competitive Wages,Deli Cook (Delicatessen Cook),35-2015.00,"Cooks, Short Order"
Deli Cook (Part-Time Evenings) - Premium Grocery Store,Deli Cook (Delicatessen Cook),35-2015.00,"Cooks, Short Order"
Forensic Meteorologist (Expert Witness) - Severe Weather Investigations,Forensic Meteorologist,19-2021.00,Atmospheric and Space Scientists
Senior Forensic Meteorologist - Litigation Support & Insurance Claims,Forensic Meteorologist,19-2021.00,Atmospheric and Space Scientists
Forensic Meteorologist Needed - Storm Damage Assessment Team (Remote Role),Forensic Meteorologist,19-2021.00,Atmospheric and Space Scientists
Consulting Forensic Meteorologist | Flexible Schedule & Travel Required,Forensic Meteorologist,19-2021.00,Atmospheric and Space Scientists
Lead Forensic Meteorologist - Catastrophe Analysis Unit,Forensic Meteorologist,19-2021.00,Atmospheric and Space Scientists
"Regulatory Director, Oncology Drug Development (Remote/Hybrid)",Regulatory Director,11-9199.01,Regulatory Affairs Managers
"Director, Regulatory Affairs - Global Compliance Strategy",Regulatory Director,11-9199.01,Regulatory Affairs Managers
Regulatory Director Opportunity - Food Safety & Labeling,Regulatory Director,11-9199.01,Regulatory Affairs Managers
Senior Regulatory Director (Biotech) - FDA and EMA Submissions,Regulatory Director,11-9199.01,Regulatory Affairs Managers
Regulatory Director - Renewable Energy & Environmental Compliance,Regulatory Director,11-9199.01,Regulatory Affairs Managers
"Hiring Immediately: Rural Route Carrier - Part-Time, Flexible Schedule",Rural Route Carrier,43-5052.00,Postal Service Mail Carriers
Mail Delivery Driver (Rural Route Carrier) - Great Pay & Benefits!,Rural Route Carrier,43-5052.00,Postal Service Mail Carriers
Rural Route Carrier Needed - Vehicle Provided,Rural Route Carrier,43-5052.00,Postal Service Mail Carriers
Postal Rural Route Carrier - Weekends Optional!,Rural Route Carrier,43-5052.00,Postal Service Mail Carriers
Join Our Team as a Rural Route Carrier - $21/hr Starting Wage,Rural Route Carrier,43-5052.00,Postal Service Mail Carriers
Experienced Jiggerman - Pottery Manufacturing (Night Shift),Jiggerman,51-9195.05,"Potters, Manufacturing"
Ceramics Production: Jiggerman Operator Needed ASAP!,Jiggerman,51-9195.05,"Potters, Manufacturing"
Hiring Skilled Jiggerman - Competitive Pay & Benefits,Jiggerman,51-9195.05,"Potters, Manufacturing"
Jiggerman Position Available - Clay & Ceramics Dept.,Jiggerman,51-9195.05,"Potters, Manufacturing"
Immediate Opening: Jiggerman (Pottery Wheel & Mold Operations),Jiggerman,51-9195.05,"Potters, Manufacturing"
Senior Nuclear Process Engineer - Reactor Safety & Design,Nuclear Process Engineer,17-2161.00,Nuclear Engineers
Nuclear Process Engineer (Fuel Cycle and Waste Management),Nuclear Process Engineer,17-2161.00,Nuclear Engineers
Nuclear Process Engineer Opportunity - Advanced Reactor Technologies,Nuclear Process Engineer,17-2161.00,Nuclear Engineers
Hiring Now: Nuclear Process Engineer - DOE Clearance Required,Nuclear Process Engineer,17-2161.00,Nuclear Engineers
Lead Nuclear Process Engineer - Energy Innovation Team,Nuclear Process Engineer,17-2161.00,Nuclear Engineers
SEO Strategist Wanted - Immediate Hire (Boost Our Organic Traffic!),SEO Strategist (Search Engine Optimization Strategist),13-1161.01,Search Marketing Strategists
Search Engine Optimization Strategist - Fully Remote (Contract Opportunity),SEO Strategist (Search Engine Optimization Strategist),13-1161.01,Search Marketing Strategists
"Senior SEO Strategist, Global Content & Keyword Optimization",SEO Strategist (Search Engine Optimization Strategist),13-1161.01,Search Marketing Strategists
SEO Pro Needed: Join Our Digital Marketing Team Today,SEO Strategist (Search Engine Optimization Strategist),13-1161.01,Search Marketing Strategists
SEO Strategist | Drive Growth for E-commerce Brand,SEO Strategist (Search Engine Optimization Strategist),13-1161.01,Search Marketing Strategists
Immediate Opening: Roustabout Pusher (Oil & Gas Operations),Roustabout Pusher,47-5071.00,"Roustabouts, Oil and Gas"
Experienced Roustabout Pusher - Competitive Pay & Benefits Available,Roustabout Pusher,47-5071.00,"Roustabouts, Oil and Gas"
Roustabout Pusher Needed - Offshore Drilling Crew (14/14 Rotation),Roustabout Pusher,47-5071.00,"Roustabouts, Oil and Gas"
Roustabout Pusher - Join Our Growing Energy Team!,Roustabout Pusher,47-5071.00,"Roustabouts, Oil and Gas"
Hiring Now: Roustabout Pusher (Safety-Focused Oilfield Professional),Roustabout Pusher,47-5071.00,"Roustabouts, Oil and Gas"
Rig Operator - Join Our Offshore Drilling Team (Great Benefits & Pay),Rig Operator,47-5013.00,"Service Unit Operators, Oil and Gas"
"Immediate Hire: Rig Operator, Permian Basin Area",Rig Operator,47-5013.00,"Service Unit Operators, Oil and Gas"
Rig Operator Needed Urgently: Experienced Candidates Preferred,Rig Operator,47-5013.00,"Service Unit Operators, Oil and Gas"
Entry-Level Rig Operator Opportunity - Training Provided,Rig Operator,47-5013.00,"Service Unit Operators, Oil and Gas"
"Rig Operator Role Open Now, Competitive Salary & Bonuses!",Rig Operator,47-5013.00,"Service Unit Operators, Oil and Gas"
Cytology Technical Specialist | Advanced Diagnostics Lab (Sign-On Bonus!),Cytology Technical Specialist,29-2011.02,Cytotechnologists
Immediate Need: Cytology Technical Specialist (ASCP Certification Required),Cytology Technical Specialist,29-2011.02,Cytotechnologists
"Hiring Cytology Technical Specialist - Full-Time Position, Day Shift",Cytology Technical Specialist,29-2011.02,Cytotechnologists
"Experienced Cytology Technical Specialist, Pathology Department",Cytology Technical Specialist,29-2011.02,Cytotechnologists
Cytology Technical Specialist - Join Our Innovative Medical Team Today!,Cytology Technical Specialist,29-2011.02,Cytotechnologists
Research MRI Technologist - Cutting-Edge Imaging Studies,Research MRI Technologist (Research Magnetic Resonance Imaging Technologist),29-2035.00,Magnetic Resonance Imaging Technologists
Magnetic Resonance Imaging Research Tech (MRI) - Clinical Trials Focus,Research MRI Technologist (Research Magnetic Resonance Imaging Technologist),29-2035.00,Magnetic Resonance Imaging Technologists
